MEDIDAS#es,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,TERRITORIO#es,TERRITORIO_CODE,SEXO#es,SEXO_CODE,EDAD#es,EDAD_CODE,TASA_TURISTICA_FINALIDAD#es,TASA_TURISTICA_FINALIDAD_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria - Área Metropolitana,ES705A1,Total,_T,Total,_T,Mejorar la calidad de los entornos turísticos,MEJORAR_CALIDAD_ENTORNOS_TURISTICOS,3074,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria - Área Metropolitana,ES705A1,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,21.81,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria - Área Metropolitana,ES705A1,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,37835,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria - Área Metropolitana,ES705A1,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,21.59,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria - Área Metropolitana,ES705A1,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,37452,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria - Área Metropolitana,ES705A1,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,26.30,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria - Área Metropolitana,ES705A1,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,45625,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria - Área Metropolitana,ES705A1,Total,_T,Total,_T,Total,_T,100.00,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria - Área Metropolitana,ES705A1,Total,_T,Total,_T,Total,_T,173500,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Cualquier fin al servicio de Canarias,CUALQUIER_FIN_SERVICIO_CANARIAS,33.07,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Cualquier fin al servicio de Canarias,CUALQUIER_FIN_SERVICIO_CANARIAS,88214,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Mejorar la calidad de los entornos turísticos,MEJORAR_CALIDAD_ENTORNOS_TURISTICOS,1.93,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Mejorar la calidad de los entornos turísticos,MEJORAR_CALIDAD_ENTORNOS_TURISTICOS,5141,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,22.99,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,61340,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,16.74,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,44670,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,25.27,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,67419,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Total,_T,100.00,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Gran Canaria,ES705,Total,_T,Total,_T,Total,_T,266783,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Cualquier fin al servicio de Canarias,CUALQUIER_FIN_SERVICIO_CANARIAS,23.36,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Cualquier fin al servicio de Canarias,CUALQUIER_FIN_SERVICIO_CANARIAS,11911,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Mejorar la calidad de los entornos turísticos,MEJORAR_CALIDAD_ENTORNOS_TURISTICOS,6.25,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Mejorar la calidad de los entornos turísticos,MEJORAR_CALIDAD_ENTORNOS_TURISTICOS,3187,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,22.92,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,11686,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,10.94,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,5579,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,36.53,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,18624,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Total,_T,100.00,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Fuerteventura,ES704,Total,_T,Total,_T,Total,_T,50986,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Cualquier fin al servicio de Canarias,CUALQUIER_FIN_SERVICIO_CANARIAS,31.97,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Cualquier fin al servicio de Canarias,CUALQUIER_FIN_SERVICIO_CANARIAS,1015,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Mejorar la calidad de los entornos turísticos,MEJORAR_CALIDAD_ENTORNOS_TURISTICOS,0.27,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Mejorar la calidad de los entornos turísticos,MEJORAR_CALIDAD_ENTORNOS_TURISTICOS,9,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,8.56,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,272,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,31.44,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,998,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,27.76,,,Dato estimado con menos de 20 observaciones muestrales
Población,POBLACION,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,881,,,Dato estimado con menos de 20 observaciones muestrales
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Total,_T,100.00,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,El Hierro,ES703,Total,_T,Total,_T,Total,_T,3175,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Cualquier fin al servicio de Canarias,CUALQUIER_FIN_SERVICIO_CANARIAS,30.18,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Cualquier fin al servicio de Canarias,CUALQUIER_FIN_SERVICIO_CANARIAS,249780,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Mejorar la calidad de los entornos turísticos,MEJORAR_CALIDAD_ENTORNOS_TURISTICOS,5.19,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Mejorar la calidad de los entornos turísticos,MEJORAR_CALIDAD_ENTORNOS_TURISTICOS,42930,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,22.76,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Mejorar las condiciones de vida en Canarias,MEJORAR_CONDICIONES_VIDA_CANARIAS,188386,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,12.90,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Mejorar el desarrollo económico de Canarias,MEJORAR_DESARROLLO_ECONOMICO_CANARIAS,106773,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,28.98,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Mejorar y proteger el medio ambiente en Canarias,MEJORAR_PROTEGER_MEDIO_AMBIENTE_CANARIAS,239882,,,
Población. Porcentaje,POBLACION_PORCENTAJE,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Total,_T,100.00,,,
Población,POBLACION,2024 Segundo trimestre,2024-Q2,Canarias,ES70,Total,_T,Total,_T,Total,_T,827751,,,
